/home/zz/anaconda3/lib/python3.8/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. The given 'InMemoryDataset' only references a subset of examples of the full dataset, but 'data' will contain information of the full dataset. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)

  0%|          | 0/300 [00:00<?, ?it/s]
epoch 0 | lr=0.001 | train loss 0.165 | val loss: 749.982 | test loss: 752.439 | best test loss 752.439 | best_test_delta 2875.539:   0%|          | 0/300 [02:48<?, ?it/s]
epoch 0 | lr=0.001 | train loss 0.165 | val loss: 749.982 | test loss: 752.439 | best test loss 752.439 | best_test_delta 2875.539:   0%|          | 1/300 [02:48<14:00:49, 168.73s/it]
epoch 1 | lr=0.001 | train loss 0.140 | val loss: 363.870 | test loss: 364.077 | best test loss 364.077 | best_test_delta 1390.583:   0%|          | 1/300 [05:08<14:00:49, 168.73s/it]
epoch 66 | lr=0.0007 | train loss 0.010 | val loss: 86.336 | test loss: 86.424 | best test loss 73.758 | best_test_delta 171.292:  22%|██▏       | 66/300 [2:38:51<9:24:55, 144.85s/it]
epoch 66 | lr=0.0007 | train loss 0.010 | val loss: 86.336 | test loss: 86.424 | best test loss 73.758 | best_test_delta 171.292:  22%|██▏       | 67/300 [2:38:54<9:37:42, 148.77s/it]
epoch 67 | lr=0.0007 | train loss 0.011 | val loss: 73.334 | test loss: 74.161 | best test loss 73.758 | best_test_delta 171.292:  22%|██▏       | 67/300 [2:41:15<9:37:42, 148.77s/it]
epoch 67 | lr=0.0007 | train loss 0.011 | val loss: 73.334 | test loss: 74.161 | best test loss 73.758 | best_test_delta 171.292:  23%|██▎       | 68/300 [2:41:18<9:29:42, 147.34s/it]
epoch 68 | lr=0.0007 | train loss 0.012 | val loss: 90.940 | test loss: 91.301 | best test loss 73.758 | best_test_delta 171.292:  23%|██▎       | 68/300 [2:43:39<9:29:42, 147.34s/it]
epoch 68 | lr=0.0007 | train loss 0.012 | val loss: 90.940 | test loss: 91.301 | best test loss 73.758 | best_test_delta 171.292:  23%|██▎       | 69/300 [2:43:42<9:23:11, 146.28s/it]
epoch 69 | lr=0.00049 | train loss 0.012 | val loss: 79.630 | test loss: 80.754 | best test loss 80.754 | best_test_delta 171.438:  23%|██▎       | 69/300 [2:46:04<9:23:11, 146.28s/it]
epoch 69 | lr=0.00049 | train loss 0.012 | val loss: 79.630 | test loss: 80.754 | best test loss 80.754 | best_test_delta 171.438:  23%|██▎       | 70/300 [2:46:07<9:19:10, 145.87s/it]
epoch 70 | lr=0.00049 | train loss 0.010 | val loss: 67.191 | test loss: 68.013 | best test loss 68.013 | best_test_delta 162.655:  23%|██▎       | 70/300 [2:48:32<9:19:10, 145.87s/it]
epoch 70 | lr=0.00049 | train loss 0.010 | val loss: 67.191 | test loss: 68.013 | best test loss 68.013 | best_test_delta 162.655:  24%|██▎       | 71/300 [2:48:35<9:19:34, 146.61s/it]
epoch 71 | lr=0.00049 | train loss 0.010 | val loss: 73.084 | test loss: 74.239 | best test loss 68.013 | best_test_delta 162.655:  24%|██▎       | 71/300 [2:50:58<9:19:34, 146.61s/it]
epoch 71 | lr=0.00049 | train loss 0.010 | val loss: 73.084 | test loss: 74.239 | best test loss 68.013 | best_test_delta 162.655:  24%|██▍       | 72/300 [2:51:01<9:16:05, 146.34s/it]
epoch 72 | lr=0.00049 | train loss 0.011 | val loss: 66.479 | test loss: 67.497 | best test loss 67.497 | best_test_delta 150.648:  24%|██▍       | 72/300 [2:53:23<9:16:05, 146.34s/it]
epoch 72 | lr=0.00049 | train loss 0.011 | val loss: 66.479 | test loss: 67.497 | best test loss 67.497 | best_test_delta 150.648:  24%|██▍       | 73/300 [2:53:27<9:13:04, 146.19s/it]
epoch 73 | lr=0.00049 | train loss 0.009 | val loss: 82.083 | test loss: 82.725 | best test loss 67.497 | best_test_delta 150.648:  24%|██▍       | 73/300 [2:55:49<9:13:04, 146.19s/it]
epoch 73 | lr=0.00049 | train loss 0.009 | val loss: 82.083 | test loss: 82.725 | best test loss 67.497 | best_test_delta 150.648:  25%|██▍       | 74/300 [2:55:52<9:10:17, 146.09s/it]
epoch 74 | lr=0.00049 | train loss 0.007 | val loss: 69.488 | test loss: 70.041 | best test loss 67.497 | best_test_delta 150.648:  25%|██▍       | 74/300 [2:58:14<9:10:17, 146.09s/it]
epoch 74 | lr=0.00049 | train loss 0.007 | val loss: 69.488 | test loss: 70.041 | best test loss 67.497 | best_test_delta 150.648:  25%|██▌       | 75/300 [2:58:18<9:07:02, 145.88s/it]
epoch 75 | lr=0.00049 | train loss 0.010 | val loss: 85.888 | test loss: 85.601 | best test loss 67.497 | best_test_delta 150.648:  25%|██▌       | 75/300 [3:00:39<9:07:02, 145.88s/it]
epoch 75 | lr=0.00049 | train loss 0.010 | val loss: 85.888 | test loss: 85.601 | best test loss 67.497 | best_test_delta 150.648:  25%|██▌       | 76/300 [3:00:43<9:03:40, 145.63s/it]
epoch 76 | lr=0.00049 | train loss 0.011 | val loss: 72.178 | test loss: 72.831 | best test loss 67.497 | best_test_delta 150.648:  25%|██▌       | 76/300 [3:03:13<9:03:40, 145.63s/it]
epoch 76 | lr=0.00049 | train loss 0.011 | val loss: 72.178 | test loss: 72.831 | best test loss 67.497 | best_test_delta 150.648:  26%|██▌       | 77/300 [3:03:16<9:09:35, 147.87s/it]
epoch 77 | lr=0.00049 | train loss 0.011 | val loss: 71.045 | test loss: 71.644 | best test loss 67.497 | best_test_delta 150.648:  26%|██▌       | 77/300 [3:05:37<9:09:35, 147.87s/it]
epoch 77 | lr=0.00049 | train loss 0.011 | val loss: 71.045 | test loss: 71.644 | best test loss 67.497 | best_test_delta 150.648:  26%|██▌       | 78/300 [3:05:40<9:02:48, 146.71s/it]
epoch 78 | lr=0.00049 | train loss 0.008 | val loss: 78.527 | test loss: 79.083 | best test loss 67.497 | best_test_delta 150.648:  26%|██▌       | 78/300 [3:08:02<9:02:48, 146.71s/it]
epoch 78 | lr=0.00049 | train loss 0.008 | val loss: 78.527 | test loss: 79.083 | best test loss 67.497 | best_test_delta 150.648:  26%|██▋       | 79/300 [3:08:05<8:58:42, 146.25s/it]
epoch 79 | lr=0.000343 | train loss 0.009 | val loss: 63.940 | test loss: 64.341 | best test loss 64.341 | best_test_delta 133.590:  26%|██▋       | 79/300 [3:10:29<8:58:42, 146.25s/it]
epoch 79 | lr=0.000343 | train loss 0.009 | val loss: 63.940 | test loss: 64.341 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 80/300 [3:10:32<8:57:15, 146.53s/it]
epoch 80 | lr=0.000343 | train loss 0.009 | val loss: 68.161 | test loss: 68.560 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 80/300 [3:12:57<8:57:15, 146.53s/it]
epoch 80 | lr=0.000343 | train loss 0.009 | val loss: 68.161 | test loss: 68.560 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 81/300 [3:13:00<8:56:23, 146.96s/it]
epoch 81 | lr=0.000343 | train loss 0.010 | val loss: 67.712 | test loss: 68.258 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 81/300 [3:15:39<8:56:23, 146.96s/it]
epoch 81 | lr=0.000343 | train loss 0.010 | val loss: 67.712 | test loss: 68.258 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 82/300 [3:15:42<9:10:21, 151.47s/it]
epoch 82 | lr=0.000343 | train loss 0.008 | val loss: 87.839 | test loss: 88.565 | best test loss 64.341 | best_test_delta 133.590:  27%|██▋       | 82/300 [3:18:11<9:10:21, 151.47s/it]
epoch 82 | lr=0.000343 | train loss 0.008 | val loss: 87.839 | test loss: 88.565 | best test loss 64.341 | best_test_delta 133.590:  28%|██▊       | 83/300 [3:18:14<9:08:05, 151.55s/it]
epoch 83 | lr=0.000343 | train loss 0.008 | val loss: 62.224 | test loss: 63.181 | best test loss 63.181 | best_test_delta 134.071:  28%|██▊       | 83/300 [3:20:47<9:08:05, 151.55s/it]
epoch 83 | lr=0.000343 | train loss 0.008 | val loss: 62.224 | test loss: 63.181 | best test loss 63.181 | best_test_delta 134.071:  28%|██▊       | 84/300 [3:20:50<9:10:42, 152.97s/it]
epoch 84 | lr=0.000343 | train loss 0.011 | val loss: 70.961 | test loss: 71.759 | best test loss 63.181 | best_test_delta 134.071:  28%|██▊       | 84/300 [3:23:27<9:10:42, 152.97s/it]
epoch 84 | lr=0.000343 | train loss 0.011 | val loss: 70.961 | test loss: 71.759 | best test loss 63.181 | best_test_delta 134.071:  28%|██▊       | 85/300 [3:23:30<9:15:52, 155.13s/it]
epoch 85 | lr=0.000343 | train loss 0.008 | val loss: 64.480 | test loss: 65.109 | best test loss 63.181 | best_test_delta 134.071:  28%|██▊       | 85/300 [3:25:54<9:15:52, 155.13s/it]
epoch 85 | lr=0.000343 | train loss 0.008 | val loss: 64.480 | test loss: 65.109 | best test loss 63.181 | best_test_delta 134.071:  29%|██▊       | 86/300 [3:25:57<9:03:57, 152.51s/it]
epoch 86 | lr=0.000343 | train loss 0.009 | val loss: 62.717 | test loss: 63.157 | best test loss 63.181 | best_test_delta 134.071:  29%|██▊       | 86/300 [3:28:27<9:03:57, 152.51s/it]
epoch 86 | lr=0.000343 | train loss 0.009 | val loss: 62.717 | test loss: 63.157 | best test loss 63.181 | best_test_delta 134.071:  29%|██▉       | 87/300 [3:28:31<9:03:33, 153.11s/it]
epoch 87 | lr=0.000343 | train loss 0.012 | val loss: 62.719 | test loss: 63.297 | best test loss 63.297 | best_test_delta 132.827:  29%|██▉       | 87/300 [3:30:53<9:03:33, 153.11s/it]
epoch 87 | lr=0.000343 | train loss 0.012 | val loss: 62.719 | test loss: 63.297 | best test loss 63.297 | best_test_delta 132.827:  29%|██▉       | 88/300 [3:30:56<8:52:06, 150.60s/it]
epoch 88 | lr=0.000343 | train loss 0.014 | val loss: 66.983 | test loss: 67.437 | best test loss 63.297 | best_test_delta 132.827:  29%|██▉       | 88/300 [3:33:18<8:52:06, 150.60s/it]
epoch 88 | lr=0.000343 | train loss 0.014 | val loss: 66.983 | test loss: 67.437 | best test loss 63.297 | best_test_delta 132.827:  30%|██▉       | 89/300 [3:33:22<8:44:55, 149.27s/it]
epoch 89 | lr=0.000343 | train loss 0.009 | val loss: 70.551 | test loss: 71.043 | best test loss 63.297 | best_test_delta 132.827:  30%|██▉       | 89/300 [3:35:56<8:44:55, 149.27s/it]
epoch 89 | lr=0.000343 | train loss 0.009 | val loss: 70.551 | test loss: 71.043 | best test loss 63.297 | best_test_delta 132.827:  30%|███       | 90/300 [3:35:59<8:50:25, 151.55s/it]
epoch 90 | lr=0.000343 | train loss 0.010 | val loss: 63.071 | test loss: 63.265 | best test loss 63.265 | best_test_delta 129.055:  30%|███       | 90/300 [3:38:22<8:50:25, 151.55s/it]
epoch 90 | lr=0.000343 | train loss 0.010 | val loss: 63.071 | test loss: 63.265 | best test loss 63.265 | best_test_delta 129.055:  30%|███       | 91/300 [3:38:26<8:42:34, 150.02s/it]
epoch 91 | lr=0.000343 | train loss 0.009 | val loss: 62.471 | test loss: 62.870 | best test loss 63.265 | best_test_delta 129.055:  30%|███       | 91/300 [3:40:48<8:42:34, 150.02s/it]
epoch 91 | lr=0.000343 | train loss 0.009 | val loss: 62.471 | test loss: 62.870 | best test loss 63.265 | best_test_delta 129.055:  31%|███       | 92/300 [3:40:52<8:36:23, 148.96s/it]
epoch 92 | lr=0.000343 | train loss 0.010 | val loss: 62.992 | test loss: 62.977 | best test loss 63.265 | best_test_delta 129.055:  31%|███       | 92/300 [3:43:14<8:36:23, 148.96s/it]
epoch 92 | lr=0.000343 | train loss 0.010 | val loss: 62.992 | test loss: 62.977 | best test loss 63.265 | best_test_delta 129.055:  31%|███       | 93/300 [3:43:17<8:30:01, 147.83s/it]
epoch 93 | lr=0.000343 | train loss 0.008 | val loss: 61.442 | test loss: 62.035 | best test loss 63.265 | best_test_delta 129.055:  31%|███       | 93/300 [3:45:41<8:30:01, 147.83s/it]
epoch 93 | lr=0.000343 | train loss 0.008 | val loss: 61.442 | test loss: 62.035 | best test loss 63.265 | best_test_delta 129.055:  31%|███▏      | 94/300 [3:45:45<8:27:29, 147.81s/it]
epoch 94 | lr=0.000343 | train loss 0.011 | val loss: 63.671 | test loss: 63.979 | best test loss 63.265 | best_test_delta 129.055:  31%|███▏      | 94/300 [3:48:20<8:27:29, 147.81s/it]
epoch 94 | lr=0.000343 | train loss 0.011 | val loss: 63.671 | test loss: 63.979 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 95/300 [3:48:25<8:37:42, 151.52s/it]
epoch 95 | lr=0.000343 | train loss 0.008 | val loss: 60.427 | test loss: 60.922 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 95/300 [3:50:49<8:37:42, 151.52s/it]
epoch 95 | lr=0.000343 | train loss 0.008 | val loss: 60.427 | test loss: 60.922 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 96/300 [3:50:53<8:31:38, 150.48s/it]
epoch 96 | lr=0.000343 | train loss 0.009 | val loss: 70.310 | test loss: 70.789 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 96/300 [3:53:17<8:31:38, 150.48s/it]
epoch 96 | lr=0.000343 | train loss 0.009 | val loss: 70.310 | test loss: 70.789 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 97/300 [3:53:21<8:26:33, 149.72s/it]
epoch 97 | lr=0.00024009999999999998 | train loss 0.009 | val loss: 59.381 | test loss: 60.074 | best test loss 63.265 | best_test_delta 129.055:  32%|███▏      | 97/300 [3:55:51<8:26:33, 149.72s/it]
epoch 97 | lr=0.00024009999999999998 | train loss 0.009 | val loss: 59.381 | test loss: 60.074 | best test loss 63.265 | best_test_delta 129.055:  33%|███▎      | 98/300 [3:55:55<8:28:36, 151.07s/it]
epoch 98 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.541 | test loss: 62.172 | best test loss 63.265 | best_test_delta 129.055:  33%|███▎      | 98/300 [3:58:26<8:28:36, 151.07s/it]
epoch 98 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.541 | test loss: 62.172 | best test loss 63.265 | best_test_delta 129.055:  33%|███▎      | 99/300 [3:58:30<8:29:15, 152.02s/it]
epoch 99 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 59.075 | test loss: 59.728 | best test loss 59.728 | best_test_delta 119.134:  33%|███▎      | 99/300 [4:00:55<8:29:15, 152.02s/it]
epoch 99 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 59.075 | test loss: 59.728 | best test loss 59.728 | best_test_delta 119.134:  33%|███▎      | 100/300 [4:00:59<8:24:17, 151.29s/it]
epoch 100 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 59.510 | test loss: 59.438 | best test loss 59.438 | best_test_delta 114.258:  33%|███▎      | 100/300 [4:03:24<8:24:17, 151.29s/it]
epoch 100 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 59.510 | test loss: 59.438 | best test loss 59.438 | best_test_delta 114.258:  34%|███▎      | 101/300 [4:03:28<8:19:07, 150.49s/it]
epoch 101 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.056 | test loss: 61.534 | best test loss 59.438 | best_test_delta 114.258:  34%|███▎      | 101/300 [4:05:50<8:19:07, 150.49s/it]
epoch 101 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.056 | test loss: 61.534 | best test loss 59.438 | best_test_delta 114.258:  34%|███▍      | 102/300 [4:05:54<8:12:35, 149.27s/it]
epoch 102 | lr=0.00024009999999999998 | train loss 0.009 | val loss: 59.229 | test loss: 59.529 | best test loss 59.438 | best_test_delta 114.258:  34%|███▍      | 102/300 [4:08:25<8:12:35, 149.27s/it]
epoch 102 | lr=0.00024009999999999998 | train loss 0.009 | val loss: 59.229 | test loss: 59.529 | best test loss 59.438 | best_test_delta 114.258:  34%|███▍      | 103/300 [4:08:30<8:16:06, 151.10s/it]
epoch 103 | lr=0.00024009999999999998 | train loss 0.011 | val loss: 58.792 | test loss: 59.282 | best test loss 59.438 | best_test_delta 114.258:  34%|███▍      | 103/300 [4:10:52<8:16:06, 151.10s/it]
epoch 103 | lr=0.00024009999999999998 | train loss 0.011 | val loss: 58.792 | test loss: 59.282 | best test loss 59.438 | best_test_delta 114.258:  35%|███▍      | 104/300 [4:10:57<8:09:57, 149.99s/it]
epoch 104 | lr=0.00024009999999999998 | train loss 0.010 | val loss: 61.623 | test loss: 62.202 | best test loss 59.438 | best_test_delta 114.258:  35%|███▍      | 104/300 [4:13:19<8:09:57, 149.99s/it]
epoch 104 | lr=0.00024009999999999998 | train loss 0.010 | val loss: 61.623 | test loss: 62.202 | best test loss 59.438 | best_test_delta 114.258:  35%|███▌      | 105/300 [4:13:24<8:04:20, 149.03s/it]
epoch 105 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 64.708 | test loss: 65.005 | best test loss 59.438 | best_test_delta 114.258:  35%|███▌      | 105/300 [4:15:46<8:04:20, 149.03s/it]
epoch 105 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 64.708 | test loss: 65.005 | best test loss 59.438 | best_test_delta 114.258:  35%|███▌      | 106/300 [4:15:51<7:59:40, 148.35s/it]
epoch 106 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.842 | test loss: 61.946 | best test loss 59.438 | best_test_delta 114.258:  35%|███▌      | 106/300 [4:18:13<7:59:40, 148.35s/it]
epoch 106 | lr=0.00024009999999999998 | train loss 0.008 | val loss: 61.842 | test loss: 61.946 | best test loss 59.438 | best_test_delta 114.258:  36%|███▌      | 107/300 [4:18:18<7:55:57, 147.97s/it]
epoch 107 | lr=0.00016806999999999998 | train loss 0.006 | val loss: 62.224 | test loss: 62.731 | best test loss 59.438 | best_test_delta 114.258:  36%|███▌      | 107/300 [4:20:40<7:55:57, 147.97s/it]
epoch 107 | lr=0.00016806999999999998 | train loss 0.006 | val loss: 62.224 | test loss: 62.731 | best test loss 59.438 | best_test_delta 114.258:  36%|███▌      | 108/300 [4:20:45<7:53:09, 147.86s/it]
epoch 108 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 62.327 | test loss: 62.354 | best test loss 59.438 | best_test_delta 114.258:  36%|███▌      | 108/300 [4:23:08<7:53:09, 147.86s/it]
epoch 108 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 62.327 | test loss: 62.354 | best test loss 59.438 | best_test_delta 114.258:  36%|███▋      | 109/300 [4:23:13<7:50:21, 147.76s/it]
epoch 109 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.582 | test loss: 59.075 | best test loss 59.075 | best_test_delta 113.159:  36%|███▋      | 109/300 [4:25:36<7:50:21, 147.76s/it]
epoch 109 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.582 | test loss: 59.075 | best test loss 59.075 | best_test_delta 113.159:  37%|███▋      | 110/300 [4:25:41<7:48:07, 147.83s/it]
epoch 110 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 57.348 | test loss: 57.461 | best test loss 57.461 | best_test_delta 107.059:  37%|███▋      | 110/300 [4:28:02<7:48:07, 147.83s/it]
epoch 110 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 57.348 | test loss: 57.461 | best test loss 57.461 | best_test_delta 107.059:  37%|███▋      | 111/300 [4:28:07<7:43:40, 147.20s/it]
epoch 111 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 57.573 | test loss: 57.846 | best test loss 57.461 | best_test_delta 107.059:  37%|███▋      | 111/300 [4:30:28<7:43:40, 147.20s/it]
epoch 111 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 57.573 | test loss: 57.846 | best test loss 57.461 | best_test_delta 107.059:  37%|███▋      | 112/300 [4:30:33<7:40:41, 147.03s/it]
epoch 112 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 60.370 | test loss: 60.881 | best test loss 57.461 | best_test_delta 107.059:  37%|███▋      | 112/300 [4:33:08<7:40:41, 147.03s/it]
epoch 112 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 60.370 | test loss: 60.881 | best test loss 57.461 | best_test_delta 107.059:  38%|███▊      | 113/300 [4:33:13<7:49:46, 150.73s/it]
epoch 113 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 57.206 | test loss: 57.476 | best test loss 57.461 | best_test_delta 107.059:  38%|███▊      | 113/300 [4:35:47<7:49:46, 150.73s/it]
epoch 113 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 57.206 | test loss: 57.476 | best test loss 57.461 | best_test_delta 107.059:  38%|███▊      | 114/300 [4:35:52<7:55:35, 153.42s/it]
epoch 114 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 56.155 | test loss: 56.689 | best test loss 56.689 | best_test_delta 104.291:  38%|███▊      | 114/300 [4:38:23<7:55:35, 153.42s/it]
epoch 114 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 56.155 | test loss: 56.689 | best test loss 56.689 | best_test_delta 104.291:  38%|███▊      | 115/300 [4:38:28<7:55:15, 154.14s/it]
epoch 115 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 58.112 | test loss: 58.307 | best test loss 56.689 | best_test_delta 104.291:  38%|███▊      | 115/300 [4:40:51<7:55:15, 154.14s/it]
epoch 115 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 58.112 | test loss: 58.307 | best test loss 56.689 | best_test_delta 104.291:  39%|███▊      | 116/300 [4:40:57<7:47:29, 152.44s/it]
epoch 116 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.844 | test loss: 59.188 | best test loss 56.689 | best_test_delta 104.291:  39%|███▊      | 116/300 [4:43:19<7:47:29, 152.44s/it]
epoch 116 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.844 | test loss: 59.188 | best test loss 56.689 | best_test_delta 104.291:  39%|███▉      | 117/300 [4:43:24<7:39:54, 150.79s/it]
epoch 117 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 57.629 | test loss: 57.840 | best test loss 56.689 | best_test_delta 104.291:  39%|███▉      | 117/300 [4:45:55<7:39:54, 150.79s/it]
epoch 117 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 57.629 | test loss: 57.840 | best test loss 56.689 | best_test_delta 104.291:  39%|███▉      | 118/300 [4:46:01<7:43:13, 152.71s/it]
epoch 118 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 55.322 | test loss: 55.496 | best test loss 56.689 | best_test_delta 104.291:  39%|███▉      | 118/300 [4:48:23<7:43:13, 152.71s/it]
epoch 118 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 55.322 | test loss: 55.496 | best test loss 56.689 | best_test_delta 104.291:  40%|███▉      | 119/300 [4:48:28<7:35:53, 151.12s/it]
epoch 119 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 56.512 | test loss: 56.634 | best test loss 56.689 | best_test_delta 104.291:  40%|███▉      | 119/300 [4:50:50<7:35:53, 151.12s/it]
epoch 119 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 56.512 | test loss: 56.634 | best test loss 56.689 | best_test_delta 104.291:  40%|████      | 120/300 [4:50:56<7:30:06, 150.04s/it]
epoch 120 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 54.905 | test loss: 55.239 | best test loss 55.239 | best_test_delta 99.284:  40%|████      | 120/300 [4:53:24<7:30:06, 150.04s/it] 
epoch 120 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 54.905 | test loss: 55.239 | best test loss 55.239 | best_test_delta 99.284:  40%|████      | 121/300 [4:53:29<7:30:42, 151.07s/it]
epoch 121 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 56.108 | test loss: 56.427 | best test loss 55.239 | best_test_delta 99.284:  40%|████      | 121/300 [4:55:52<7:30:42, 151.07s/it]
epoch 121 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 56.108 | test loss: 56.427 | best test loss 55.239 | best_test_delta 99.284:  41%|████      | 122/300 [4:55:58<7:25:53, 150.30s/it]
epoch 122 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 61.279 | test loss: 61.484 | best test loss 55.239 | best_test_delta 99.284:  41%|████      | 122/300 [4:58:24<7:25:53, 150.30s/it]
epoch 122 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 61.279 | test loss: 61.484 | best test loss 55.239 | best_test_delta 99.284:  41%|████      | 123/300 [4:58:29<7:24:34, 150.70s/it]
epoch 123 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 54.652 | test loss: 55.138 | best test loss 55.239 | best_test_delta 99.284:  41%|████      | 123/300 [5:00:52<7:24:34, 150.70s/it]
epoch 123 | lr=0.00016806999999999998 | train loss 0.008 | val loss: 54.652 | test loss: 55.138 | best test loss 55.239 | best_test_delta 99.284:  41%|████▏     | 124/300 [5:00:58<7:20:05, 150.03s/it]
epoch 124 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 56.098 | test loss: 56.213 | best test loss 55.239 | best_test_delta 99.284:  41%|████▏     | 124/300 [5:03:20<7:20:05, 150.03s/it]
epoch 124 | lr=0.00016806999999999998 | train loss 0.010 | val loss: 56.098 | test loss: 56.213 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 125/300 [5:03:26<7:15:46, 149.41s/it]
epoch 125 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 55.272 | test loss: 55.773 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 125/300 [5:05:53<7:15:46, 149.41s/it]
epoch 125 | lr=0.00016806999999999998 | train loss 0.009 | val loss: 55.272 | test loss: 55.773 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 126/300 [5:05:58<7:15:41, 150.24s/it]
epoch 126 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.813 | test loss: 59.172 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 126/300 [5:08:26<7:15:41, 150.24s/it]
epoch 126 | lr=0.00016806999999999998 | train loss 0.007 | val loss: 58.813 | test loss: 59.172 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 127/300 [5:08:31<7:15:51, 151.16s/it]
epoch 127 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 55.761 | test loss: 56.009 | best test loss 55.239 | best_test_delta 99.284:  42%|████▏     | 127/300 [5:10:53<7:15:51, 151.16s/it]
epoch 127 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 55.761 | test loss: 56.009 | best test loss 55.239 | best_test_delta 99.284:  43%|████▎     | 128/300 [5:10:58<7:09:24, 149.79s/it]
epoch 128 | lr=0.00011764899999999998 | train loss 0.011 | val loss: 54.227 | test loss: 54.621 | best test loss 54.621 | best_test_delta 97.961:  43%|████▎     | 128/300 [5:13:20<7:09:24, 149.79s/it]
epoch 128 | lr=0.00011764899999999998 | train loss 0.011 | val loss: 54.227 | test loss: 54.621 | best test loss 54.621 | best_test_delta 97.961:  43%|████▎     | 129/300 [5:13:26<7:05:57, 149.46s/it]
epoch 129 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 55.414 | test loss: 55.517 | best test loss 54.621 | best_test_delta 97.961:  43%|████▎     | 129/300 [5:15:49<7:05:57, 149.46s/it]
epoch 129 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 55.414 | test loss: 55.517 | best test loss 54.621 | best_test_delta 97.961:  43%|████▎     | 130/300 [5:15:54<7:02:02, 148.96s/it]
epoch 130 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 55.457 | test loss: 55.654 | best test loss 54.621 | best_test_delta 97.961:  43%|████▎     | 130/300 [5:18:17<7:02:02, 148.96s/it]
